Letter,Category,Probability
O,train,1.3887000945477072e-17
O,train,8.699470619123696e-21
O,train,8.263133963988271e-17
O,train,2.0499668629270218e-10
O,train,1.6486897042494774e-15
O,train,8.602355023867858e-07
O,train,8.013767067269911e-16
O,train,3.2508605046195364e-17
O,train,1.4177369051033706e-19
O,train,1.1348621348217236e-10
O,train,3.634087326714944e-18
O,train,1.9242564152873766e-14
O,train,2.5098314675479558e-15
O,train,1.1707782041177545e-16
O,train,1.4344049821872262e-19
O,train,7.816920938666372e-13
O,train,9.764824318129444e-21
O,train,2.2387839138104937e-08
O,train,5.581495710060835e-09
O,train,4.3541516895370495e-16
O,train,3.335801415909473e-13
O,train,3.199691442799251e-17
O,train,9.008845102201346e-13
O,train,4.0488955737253806e-17
O,train,1.877916488979281e-08
O,train,1.1592328803488824e-15
O,train,8.260315174923871e-13
O,train,1.0590523683712272e-12
O,train,3.3805515058837654e-18
O,train,2.287791944820608e-15
O,train,5.590201458476832e-16
O,train,4.8540300251476154e-11
O,train,5.2172791726878554e-18
O,train,1.7439213051070879e-13
O,train,1.9523163641288477e-10
O,train,4.2474512138692213e-16
O,train,2.4217188183683902e-05
O,train,2.449324520981122e-09
O,train,1.131542385371607e-21
O,train,2.8597368270305114e-19
O,train,7.649877398208105e-10
O,train,1.5443907841472537e-07
O,train,2.835418637259884e-17
O,train,5.100435698790484e-11
O,train,6.202618346872853e-20
O,train,3.7301557211653344e-19
O,test,1.5099181524486576e-16
O,test,9.685198123845508e-16
O,test,2.472428610179574e-15
O,test,8.607929369297551e-10
O,test,3.0756682417332048e-18
O,test,4.2798140031941045e-10
O,test,8.682201008483603e-13
O,test,2.815566104035264e-16
O,test,7.665430530323647e-07
O,test,1.2592430133432633e-15
O,test,5.953330412195382e-15
O,test,3.964228277900209e-16
O,test,
O,test,1.2625317246400965e-17
O,test,3.965678696885022e-13
O,test,4.103854978282709e-14
O,test,1.2404487286722297e-15
O,test,3.2146367947653126e-20
O,test,1.481181864881341e-17
O,test,1.5983058735863176e-23
O,test,3.721544305699563e-18
O,test,1.9725827683622274e-16
O,test,6.600701176639372e-16
O,test,
O,test,4.836970478357413e-18
O,test,2.765323188214097e-07
O,test,2.351173706345418e-17
O,test,1.1412186011977909e-20
O,test,2.638272358825716e-13
O,test,4.2068077164003626e-06
O,test,5.047540108329537e-21
O,test,4.197404272180701e-17
O,test,1.5433452753906441e-15
O,test,3.356277318289358e-07
O,test,6.881875711656216e-13
O,test,1.768594247314169e-18
O,test,3.529895559878371e-12
O,test,3.821148692600973e-12
O,test,2.5436861818273204e-12
O,test,3.749036434216261e-15
O,test,4.502069723966162e-12
O,test,2.6628886799904725e-16
O,test,8.988716888869153e-12
O,test,4.581338631484862e-16
O,test,1.1823588915121745e-14
O,test,3.8934385229727475e-12
O,test,1.158632143406866e-14
O,test,1.2829923348766162e-15
O,test,1.8204022234395903e-20
O,test,2.4091039493162603e-12
O,test,2.591000469731597e-10
O,test,5.288199060913363e-15
O,test,2.1371685574749346e-18
O,test,3.76498402644003e-17
O,test,1.1370173899627467e-11
O,test,2.641787071218371e-13
O,test,9.215649077187749e-12
O,test,5.363340882524881e-10
O,test,2.0622845170059684e-18
O,test,3.869104689413483e-12
O,test,1.9724321553162938e-16
O,test,2.5314888448143675e-20
O,test,1.9838931886173583e-10
O,test,8.70295385779242e-14
O,test,3.141073123254558e-17
O,test,5.085329596120081e-19
O,test,2.2231696572224297e-17
O,test,1.8667556389573292e-09
O,test,5.046062815454306e-19
O,test,9.69814438716958e-15
O,test,3.0401547300657264e-14
O,test,3.590379103147642e-18
O,test,4.576731449878156e-14
O,test,6.843688724124825e-18
O,test,1.2146670151094111e-14
O,test,9.584119068358917e-18
O,test,2.8246177098678604e-13
O,test,1.1228921239209945e-19
O,test,7.071252611234868e-11
O,test,2.2812581359533957e-13
O,test,1.915614806488476e-17
O,test,4.0559156239735467e-16
O,test,4.3580964574976844e-13
O,test,1.4402802121928722e-15
O,test,2.500406836875718e-13
O,test,6.954406126490065e-14
O,test,6.41482350213356e-16
O,test,8.827889872847625e-18
O,test,2.3593767650709196e-07
O,test,8.486954082319645e-16
O,test,2.246511370619696e-17
O,test,5.268962488536033e-10
O,test,5.952013275962401e-15
O,test,4.013769018141071e-18
O,test,4.7022791211764517e-20
O,test,4.045410297845225e-15
O,test,8.717868922147442e-15
O,test,3.1462575075222364e-15
O,test,4.585347130204448e-14
O,test,6.56628248706811e-20
O,test,1.8786040431595374e-12
O,test,5.023218779408485e-15
O,test,1.3381648928297683e-20
O,test,2.360241955051939e-16
O,test,3.4928187085507285e-16
O,test,2.397806562354603e-21
O,test,1.921184048116673e-17
O,test,1.2795559278799828e-08
O,test,1.852162867521656e-11
O,test,3.472940962861038e-17
O,test,1.3111621795002142e-19
O,test,4.340706396752103e-14
O,test,5.0042456649064624e-15
O,test,1.6047998715243281e-16
O,test,2.926345418156201e-13
O,test,3.9494359062675966e-16
O,test,1.774196622950086e-10
O,test,1.9082779518890536e-13
O,test,3.042695828907489e-14
O,test,2.0866700701322946e-14
O,test,3.897598144402293e-20
O,test,4.429999254798936e-15
O,test,4.728431730362248e-13
O,test,7.796690945855236e-15
O,test,4.9938551964457886e-14
O,test,3.2874731040709315e-14
O,test,8.395381456271101e-15
O,test,2.529772878020672e-18
O,test,1.3495894939791198e-12
O,test,5.415269815386098e-18
O,test,5.310503086882132e-20
O,test,8.106414983721777e-10
O,test,1.3232768858059069e-19
O,test,1.5687154170415515e-21
O,test,1.1993740033298352e-17
O,test,1.7105363839935115e-17
O,test,5.152516113528479e-21
O,test,6.788784984167246e-22
O,test,1.0189693700087248e-14
O,test,3.098502355747578e-18
O,test,6.910195082809878e-09
O,test,2.5660314259719208e-14
O,test,9.438847458512762e-17
O,test,2.769018731907884e-16
O,test,5.1050489383768285e-15
O,test,2.214388476187365e-13
O,test,1.1565646218514303e-06
O,test,6.1373347972377245e-18
O,test,3.7835863999149955e-13
O,test,4.8967470703265015e-12
O,test,1.6926443580089767e-09
O,test,7.93703124237904e-18
O,test,8.250778677371296e-19
O,test,3.877169238964677e-17
O,test,0.00040137278847396374
O,test,1.1756375040139488e-10
O,test,4.137111226515389e-12
O,test,2.4077485919920844e-16
O,test,3.6079261800381346e-10
O,test,2.473670614590133e-14
O,test,1.3722608195503917e-15
O,test,1.1596226637353851e-14
O,test,1.8086063202638059e-10
O,test,
O,test,3.2524868740527136e-16
O,test,4.986978711929435e-12
O,test,3.1606593969661645e-13
O,test,4.2189642890377854e-09
O,test,2.2142741569150344e-17
O,test,9.06578254507269e-20
O,test,2.229328050287749e-12
O,test,9.655577381680026e-16
O,test,3.0820800772657364e-11
O,test,2.080289933370505e-12
O,test,8.038550886313126e-20
O,test,6.526301875383095e-20
O,test,1.4373374873852127e-16
O,test,2.1877562695477026e-12
O,test,2.8498770239603675e-22
O,test,3.842348260309908e-13
O,test,7.604766425958753e-13
O,test,4.289291491432756e-11
O,test,3.344346961907732e-15
O,test,8.737888796491523e-20
O,test,3.3024228544251437e-15
O,test,1.338255446488623e-22
O,test,1.901323167647056e-14
O,test,6.150781910564481e-20
O,test,8.857593786472737e-21
O,test,3.9670490041140696e-20
O,test,3.769009418172958e-16
O,test,1.5894552518602723e-07
O,test,1.7651595932331406e-15
O,test,7.026564295489886e-18
O,test,7.41756481622546e-19
O,test,2.2870722676815447e-11
O,test,4.614083337038937e-16
O,test,4.9332804508139816e-08
O,test,5.62202409071233e-08
O,test,7.518209949306318e-19
O,test,4.071499336137131e-14
O,test,7.539274804457818e-08
O,test,7.030969032251731e-16
O,test,1.4707672573051594e-15
O,test,4.398051922649415e-10
O,test,7.56931782044079e-19
O,test,2.1068551363159077e-13
O,test,8.502343794292155e-13
O,test,9.212977603034744e-12
O,test,3.543423421435016e-14
O,test,6.337631699819546e-13
O,test,8.983353613329836e-23
O,test,1.0203920041952858e-16
O,test,9.739936721736564e-13
O,test,4.366089642855476e-18
O,test,3.4220451601561098e-18
O,test,2.798967434642632e-16
O,test,1.3285057190622063e-13
O,test,8.928100322516587e-18
O,test,9.633414690168862e-19
O,test,2.3729121821568433e-20
O,test,1.1720679114757271e-11
O,test,1.1655344454874518e-14
O,test,3.2983290912515044e-16
O,test,3.3383709750582635e-14
O,test,1.5021809141100954e-14
O,test,6.713299704561989e-23
O,test,1.1472992694772088e-12
O,test,1.6453112201657294e-13
O,test,3.5427237722205837e-16
O,test,2.7493710297787563e-14
O,test,3.974646956419118e-23
O,test,7.24119318651871e-15
O,test,3.642212226262487e-11
O,test,1.4938466181288815e-14
O,test,9.0997538393367e-09
O,test,
O,test,1.8758676252964013e-13
O,test,2.105279839348384e-10
O,test,8.707815024600052e-11
O,test,7.225365705049169e-12
O,test,1.7780737819605985e-12
O,test,9.668892612555921e-14
O,test,1.1277305929979775e-05
O,test,5.832884868194662e-15
O,test,2.9407895491332086e-15
O,test,6.521194852561821e-14
O,test,1.6517764472505405e-20
O,validation,6.289149041549535e-07
O,validation,5.0151509599924773e-14
O,validation,1.4296471992358839e-11
O,validation,3.8214350856046896e-22
O,validation,4.5044550771658476e-13
O,validation,1.7990793452432943e-14
O,validation,6.377343856993345e-13
O,validation,
O,validation,3.5824474998644423e-16
O,validation,1.2349610503611528e-17
O,validation,1.8647764514770893e-17
O,validation,8.50740370759763e-17
O,validation,1.2139606951677706e-05
O,validation,5.093508551221852e-17
O,validation,1.4693294006792217e-18
O,validation,2.818598261455918e-07
O,validation,2.927709290279079e-12
O,validation,1.8174423644127224e-17
O,validation,4.350447574754037e-17
O,validation,6.947941274575088e-16
O,validation,1.7201863195484646e-19
O,validation,8.900675742230454e-14
O,validation,5.820847740056693e-19
O,validation,2.6002871730823607e-11
O,validation,7.232678678984012e-18
O,validation,6.986153598979514e-14
O,validation,1.9025199583653327e-18
O,validation,2.915310890346788e-23
O,validation,2.877694527114727e-08
O,validation,4.555374954069149e-15
O,validation,1.0380356343121439e-16
O,validation,3.591851318636408e-22
O,validation,2.9634720704052597e-06
O,validation,2.8769262527816863e-08
O,validation,1.4200780528843835e-15
O,validation,5.907307449415303e-18
O,validation,4.1799541605769264e-10
O,validation,3.852436625999614e-14
O,validation,1.8720688095829078e-16
O,validation,1.983558687880788e-19
O,validation,7.041416738963815e-14
O,validation,1.4579695423842126e-15
O,validation,3.2127286941907585e-10
O,validation,1.1703060361892195e-14
O,validation,3.881254423824817e-24
O,validation,6.555905309828236e-17
O,validation,1.0123281446583064e-15
O,validation,2.1757578151804828e-17
O,validation,1.4594807815110122e-18
O,validation,1.0938872901967962e-21
O,validation,5.933444707784119e-12
O,validation,5.322135118307752e-16
O,validation,8.158883291198293e-12
O,validation,1.9819681665812777e-21
O,validation,1.0978015371754246e-11
O,validation,7.399382005034545e-22
O,validation,4.0360588085382934e-20
O,validation,1.7549199178129018e-16
O,validation,5.976974663709289e-22
O,validation,5.989450047039213e-10
O,validation,2.6373211228264995e-17
O,validation,1.4140337581216748e-16
O,validation,9.652211335613363e-19
O,validation,3.622188432865042e-16
O,validation,1.4504077351569386e-16
O,validation,2.5784776860781004e-18
O,validation,5.734087871189786e-09
O,validation,2.931856840637792e-11
O,validation,7.409075523240327e-13
O,validation,4.781246819043654e-22
O,validation,3.2558065401686043e-13
O,validation,1.603345628230736e-21
O,validation,1.816751460998294e-22
O,validation,1.918235705098293e-14
O,validation,
O,validation,1.1930195720211145e-10
O,validation,3.355399259561743e-16
O,validation,3.1286875030973405e-15
O,validation,8.211744412005831e-20
O,validation,9.487527950768904e-13
O,validation,3.2910664719430684e-15
O,validation,3.732008192064429e-14
O,validation,6.961532790228375e-07
O,validation,5.321627427934991e-16
O,validation,
O,validation,5.628485653626832e-15
O,validation,2.0372191045225918e-08
O,validation,2.406873138294241e-11
O,validation,3.503014867653302e-15
O,validation,1.2232811985590786e-10
O,validation,6.846503453061814e-08
O,validation,1.9733955229448975e-16
O,validation,4.640789029508596e-06
O,validation,6.451582614462029e-17
O,validation,1.870643939229366e-13
O,validation,4.270067152379589e-15
O,validation,
O,validation,7.115775029722016e-16
O,validation,1.8254661671157635e-11
O,validation,3.9187874272634746e-14
O,validation,2.486408541464445e-22
O,validation,3.3995279820477975e-15
O,validation,1.5699039338947986e-17
O,validation,2.5566952594206944e-14
O,validation,6.66082814859692e-06
O,validation,2.954150834406402e-20
O,validation,1.0633831875733776e-21
O,validation,5.724116319827388e-11
O,validation,7.354360236425967e-21
O,validation,6.052357292139233e-18
O,validation,1.0131423120654628e-17
O,validation,1.0939648031850144e-13
O,validation,3.460442765668148e-10
O,validation,1.2304077028069127e-12
O,validation,1.5345655683748874e-19
O,validation,2.626458349853228e-13
O,validation,
O,validation,9.570919126938949e-20
O,validation,3.257557921187981e-07
O,validation,1.0435042722490087e-13
O,validation,4.049244051174128e-09
O,validation,4.1024418202772453e-16
O,validation,7.055039219494574e-09
O,validation,5.010931719475614e-15
O,validation,1.9088934877231623e-09
O,validation,6.3491679666886295e-15
O,validation,1.0217314246739684e-17
O,validation,5.119577671004608e-15
O,validation,1.8532963792089463e-12
O,validation,7.954631419705704e-13
O,validation,4.037131821335235e-15
O,validation,1.8181515626001458e-15
O,validation,1.325226220929919e-20
O,validation,5.16678442651769e-14
O,validation,1.441266160237542e-12
O,validation,1.7160154380145087e-22
O,validation,2.451636407720028e-14
O,validation,5.816483663357859e-16
O,validation,1.7968581289551366e-07
O,validation,7.9042976775370965e-28
O,validation,6.51821618489539e-20
O,validation,
O,validation,1.8445546048564316e-19
O,validation,1.2042529640154953e-08
O,validation,1.1090890169153725e-14
O,validation,6.764319735851759e-14
O,validation,3.668628734733933e-19
O,validation,8.719627150787705e-16
O,validation,3.4702823381978437e-15
O,validation,8.533061479631954e-10
O,validation,3.06575998284283e-17
O,validation,5.419245645765444e-15
O,validation,7.002459593077881e-13
O,validation,1.0510651847977321e-16
O,validation,6.126213224861773e-14
O,validation,2.0576798592927478e-14
O,validation,1.638476180971485e-15
O,validation,1.313207270654598e-15
O,validation,4.077986202719648e-19
O,validation,2.325270670455737e-10
O,validation,2.7389404265147615e-17
O,validation,4.314658168507596e-13
O,validation,1.5089112685023887e-15
O,validation,1.5089868238412837e-14
O,validation,1.7209907110515843e-11
O,validation,8.481388017065e-16
O,validation,2.47560261179558e-09
O,validation,2.2417193434876026e-08
O,validation,1.1080890371939489e-10
O,validation,4.900574589623943e-21
O,validation,3.985966753970128e-19
O,validation,1.0548489736173457e-16
O,validation,8.966233381842506e-16
O,validation,
O,validation,3.2509696323845816e-11
O,validation,1.6405011521982393e-17
O,validation,6.85173584535903e-10
O,validation,1.5484783594255092e-12
O,validation,3.5596146018055695e-17
O,validation,6.142140290300857e-13
O,validation,1.2989298746070455e-20
O,validation,2.0653543111870398e-11
O,validation,2.040083596846487e-13
O,validation,1.3689849477510265e-19
O,validation,1.8001469455700136e-14
O,validation,3.0239057243440504e-13
O,validation,1.1179212222600654e-08
O,validation,6.087579469802354e-17
O,validation,2.2805023928290646e-12
O,validation,3.39898355162095e-15
O,validation,1.509402380861502e-09
O,validation,7.031169623550275e-20
O,validation,4.3020948974833724e-16
O,validation,4.9435892120371083e-14
O,validation,1.1438403064638016e-16
O,validation,1.0491790541824336e-15
O,validation,2.998618394266391e-16
O,validation,8.323824497144764e-22
O,validation,3.053341686154454e-07
O,validation,1.0408112554011778e-16
O,validation,9.857881936708855e-18
O,validation,3.5290286177769303e-06
O,validation,8.280453471653906e-18
O,validation,1.6054610866187785e-16
O,validation,1.6194045724195644e-17
O,validation,2.7846391671683534e-19
O,validation,9.046943749702052e-11
O,validation,2.33673716674507e-21
O,validation,4.846245475233213e-13
O,validation,3.6200187963259e-24
O,validation,9.977427733196243e-19
O,validation,7.915904043365174e-12
O,validation,5.111685845182705e-18
O,validation,1.3740952275701136e-21
O,validation,1.3523457547801854e-17
O,validation,1.6815471710646557e-15
O,validation,3.515011903505033e-13
O,validation,5.104069993282929e-17
O,validation,9.859942723400295e-12
O,validation,8.08143826236944e-21
O,validation,
O,validation,2.2661842342699085e-20
O,validation,1.0614014680052666e-21
O,validation,2.8220086366320804e-15
O,validation,5.334338656556858e-13
O,validation,1.0009851664726215e-14
O,validation,5.176888695501702e-09
O,validation,4.401355144103179e-19
O,validation,1.037264265229881e-15
O,validation,5.436149360521503e-12
O,validation,3.191394834490234e-14
O,validation,6.354691110113207e-23
O,validation,1.9788188865277334e-09
O,validation,1.2460261121505223e-11
O,validation,4.1083440517328317e-17
O,validation,6.89920481855566e-11
O,validation,1.8398694026644513e-13
O,validation,2.5557137599930635e-15
O,validation,1.0546295015956275e-05
O,validation,1.1519550070782092e-11
O,validation,4.522942909551729e-15
O,validation,3.180935029267751e-11
O,validation,3.657861807773808e-15
O,validation,1.1771806619764735e-11
O,validation,9.167060150251996e-14
O,validation,2.4599104184059678e-20
O,validation,3.2622785749229733e-16
O,validation,2.647746310691374e-23
O,validation,1.0066629236092737e-16
O,validation,2.581127243903731e-24
O,validation,1.039486964386771e-14
O,validation,1.1531212651405554e-09
O,validation,1.1244455019029443e-16
O,validation,3.247161383095748e-13
O,validation,9.940543749682504e-18
O,validation,1.9936007326307875e-13
O,validation,5.078629557235493e-16
O,validation,3.5668340356685853e-16
O,validation,2.8234761195733427e-09
O,validation,6.889328500449222e-15
O,validation,5.447406414837985e-10
O,validation,2.3699521989328787e-05
O,validation,1.7346711568030631e-18
O,validation,7.362764410836551e-18
O,validation,6.07646325292456e-14
O,validation,9.7433393695205e-24
O,validation,1.5037485145974472e-11
O,validation,1.0833322757491313e-19
O,validation,2.4686012918074055e-16
O,validation,3.0075789081429605e-11
O,validation,1.5485325647166335e-18
O,validation,2.7592246487574603e-15
O,validation,2.9719245976152415e-24
O,validation,5.333492837513697e-17
O,validation,6.081224057652435e-08
O,validation,1.1060599263146287e-06
O,validation,2.8980312941073727e-11
O,validation,1.0905045041888911e-13
O,validation,1.7833253794573116e-15
O,validation,4.351736419133667e-12
O,validation,3.812270662453994e-14
O,validation,6.040008493357618e-10
O,validation,2.283071843795866e-18
O,validation,7.074443697518973e-09
O,validation,2.1710156459034402e-13
O,validation,1.602800212024318e-15
O,validation,6.593441938262945e-12
O,validation,8.191260240563538e-18
O,validation,1.5322148761703765e-18
O,validation,9.207896085797212e-24
O,validation,8.90361660356563e-17
O,validation,5.748628154833568e-06
O,validation,2.239249757162885e-15
O,validation,8.074171539695918e-12
O,validation,1.770524886863868e-18
O,validation,1.148325523558924e-07
O,validation,1.0829731209027749e-11
O,validation,5.637024267507451e-12
O,validation,8.670905180386927e-15
O,validation,2.934820789168846e-12
O,validation,1.6742214438725414e-19
O,validation,
O,validation,1.1988434496849437e-17
O,validation,1.511451943827678e-15
O,validation,1.393396571328082e-24
O,validation,2.3547627603052244e-18
O,validation,4.161183397854984e-09
O,validation,9.109021870123968e-10
O,validation,2.7570615061811576e-12
O,validation,4.1353939003824725e-22
O,validation,3.562847885383917e-17
O,validation,1.4695927543067433e-18
O,validation,3.992427116445048e-15
O,validation,2.4574358173379274e-11
O,validation,2.216879405267662e-15
O,validation,1.3440853637471084e-18
O,validation,1.2310966590774186e-14
O,validation,3.173174689678519e-21
O,validation,1.0949677494868698e-15
O,validation,6.840220521252513e-17
O,validation,2.0826322437439426e-12
O,validation,1.6754707684592902e-15
O,validation,3.9133721762250884e-14
O,validation,1.591134789571437e-14
O,validation,5.081932652473142e-09
O,validation,1.6251650582053837e-18
O,validation,6.211789971288795e-10
O,validation,3.189783473422091e-17
O,validation,4.6397113776493e-16
O,validation,4.456732818162073e-21
O,validation,2.8103737920685953e-15
O,validation,1.0540733216823917e-11
O,validation,6.038371164846998e-14
O,validation,5.587336204096622e-19
O,validation,2.2417845710863536e-18
O,validation,1.2723368636880644e-13
O,validation,7.825423794204089e-13
O,validation,7.188401752201967e-16
O,validation,1.3015656332839226e-17
O,validation,4.7900450085894795e-15
O,validation,1.6769990276543738e-15
O,validation,4.831611032893616e-15
O,validation,8.658625899604644e-11
O,validation,8.320069966316623e-09
O,validation,9.139162950727586e-14
O,validation,3.6067261566056444e-19
O,validation,6.217264846238417e-18
O,validation,4.700126464245169e-13
O,validation,1.3636707672647102e-16
O,validation,1.824313260754689e-23
O,validation,3.1267187867696847e-15
O,validation,5.808312334861335e-20
O,validation,2.5405467456878807e-14
O,validation,2.657782049997337e-10
O,validation,7.301232926610569e-18
O,validation,8.31838320447531e-10
O,validation,2.120160491791758e-22
O,validation,7.491107769446809e-17
O,validation,6.046261694807753e-19
O,validation,8.820723180020466e-17
O,validation,2.13013137300756e-15
O,validation,1.4095369396140405e-16
O,validation,6.853733101562668e-22
O,validation,8.373377234367329e-15
O,validation,7.29095332285129e-13
O,validation,5.232933972753283e-15
O,validation,0.00027801425312645733
O,validation,1.4346650190272866e-15
O,validation,1.3776086158296215e-18
O,validation,3.1795553516673538e-24
P,train,1.8467577727471207e-12
P,train,2.9359629479586147e-05
P,train,2.6135652886685734e-13
P,train,0.0021888897754251957
P,train,1.0223885071880545e-09
P,train,1.8736166396138287e-07
P,train,3.2424370601802366e-06
P,train,7.732411155814134e-09
P,train,3.3888718840548648e-15
P,train,2.106765587992724e-14
P,train,2.566728192937547e-20
P,train,2.671438348311739e-10
P,train,9.194883049401525e-11
P,train,2.707516387090436e-06
P,train,3.734097031582451e-09
P,train,1.5570144132337482e-11
P,train,1.3419999486674605e-11
P,train,4.0419770641619834e-08
P,train,2.1671371836819164e-15
P,train,2.353758743467438e-09
P,train,1.2056236564639278e-10
P,train,0.004885475616902113
P,train,5.541115369787854e-16
P,train,1.19637377338222e-06
P,train,0.00043358909897506237
P,train,2.591755629555159e-11
P,train,1.9183036235881357e-12
P,train,2.6312748854784296e-11
P,train,1.0809822015289683e-06
P,train,3.321695112390444e-05
P,train,2.6338042857787514e-08
P,train,2.388649555928879e-10
P,train,1.190059626626133e-23
P,train,2.7789054390936485e-10
P,train,5.364961633516521e-16
P,train,1.5042562681588656e-11
P,train,5.235662459135426e-10
P,train,7.679509019800287e-14
P,train,2.985644231845441e-10
P,train,4.649735251573891e-18
P,train,1.2699947546934709e-05
P,train,9.468646700039329e-11
P,train,
P,train,6.977502316811532e-24
P,train,5.610730521680984e-13
P,train,6.493722226608156e-12
P,train,4.471626519585159e-13
P,train,0.0001436171296518296
P,train,2.0276677032023387e-15
P,train,5.5737110926656896e-08
P,train,1.558986895133785e-08
P,train,1.1107790170517343e-13
P,train,2.0999988237235812e-07
P,train,5.699861589658628e-12
P,train,2.2122668873533887e-15
P,train,1.635196724691923e-07
P,train,3.441179341479028e-09
P,train,9.019640034857446e-10
P,train,2.358508721655994e-09
P,train,4.173182930949579e-14
P,train,1.3371930515995722e-12
P,train,1.298184031384153e-07
P,train,1.1118214682248606e-10
P,train,1.6228749030386402e-12
P,train,1.5724043161274848e-12
P,train,5.027661772148695e-13
P,train,1.0722927434869689e-08
P,train,0.0037845333572477102
P,train,5.990392537569278e-07
P,train,9.006290505042536e-12
P,train,0.00019483859068714082
P,train,5.462140613941846e-13
P,train,3.2799493762685926e-15
P,train,2.1797156229486428e-14
P,train,2.237924512371592e-09
P,train,7.528871037720819e-08
P,train,7.574153791271377e-16
P,train,4.738452332730958e-07
P,train,0.004600184969604015
P,train,9.914637860708453e-11
P,train,1.220598622175828e-10
P,train,3.832649326795945e-07
P,train,9.108901596324004e-21
P,train,6.906225036296121e-10
P,train,9.656137081037741e-07
P,train,1.2504749065556098e-05
P,train,5.974360561822323e-08
P,train,9.32893673422086e-09
P,train,1.4451764784872978e-10
P,train,0.0013586552813649178
P,train,6.457188561626026e-08
P,train,6.752718094979807e-14
P,train,2.1928439064566874e-09
P,train,3.052226685981642e-15
P,train,1.0612326989400955e-11
P,train,0.08136001229286194
P,train,4.5578436858040305e-11
P,train,8.785357294982532e-07
P,train,1.7257117956859247e-10
P,train,0.0071247778832912445
P,train,2.2060732590034604e-05
P,train,1.0719108760326446e-11
P,train,6.081371300634131e-13
P,train,1.0935195149386345e-07
P,train,0.9428635239601135
P,train,3.1474712613999145e-06
P,train,2.204807969974354e-06
P,train,2.917846086275544e-13
P,train,1.2001993149324264e-11
P,train,2.136623804315299e-13
P,train,9.212511260575304e-14
P,train,6.611375624743232e-08
P,train,9.516063631531679e-11
P,train,1.311522390807587e-19
P,train,7.181434336089865e-10
P,train,2.2258180910204775e-16
P,train,4.109562112830645e-08
P,train,2.593115459603723e-05
P,train,1.788868871283912e-14
P,train,2.8405576557588574e-08
P,train,3.9105540637282554e-13
P,train,2.5232900213723042e-08
P,train,3.4128304566075074e-13
P,train,0.0014999705599620938
P,train,2.390363462723144e-10
P,train,6.486465010946407e-13
P,train,1.2667453197501288e-10
P,train,0.15107916295528412
P,train,1.8007746335757524e-11
P,train,2.009947562187542e-15
P,train,1.1066789858342853e-16
P,train,3.06486731460609e-06
P,train,4.879767256937839e-09
P,train,1.976716983976543e-17
P,train,6.503507847810397e-07
P,train,3.333380149683762e-08
P,train,3.2901764370762976e-06
P,train,9.212511260575304e-14
P,train,1.6994480909332532e-12
P,train,8.20290897382038e-14
P,train,2.9991397809681075e-08
P,train,4.920046575013215e-13
P,train,0.001822311314754188
P,train,0.0008748160907998681
P,train,1.6027919269578916e-10
P,train,0.0003277229843661189
P,train,1.4816538396189571e-07
P,train,1.5656707701150463e-12
P,train,2.6273837164074443e-14
P,train,3.8900910936945365e-08
P,train,1.2068138710574772e-09
P,train,1.0231859109977037e-10
P,train,9.255915145445215e-09
P,train,2.2048458891976708e-10
P,train,1.0240083520712817e-13
P,train,8.007241092400363e-09
P,train,2.795118858589518e-10
P,train,0.006856267340481281
P,train,1.818177397105037e-17
P,train,3.09990422220352e-10
P,train,7.606350891364855e-07
P,train,0.3691495954990387
P,train,1.417614127214445e-13
P,train,2.922290137806938e-17
P,train,1.465679247303342e-06
P,train,4.962457003286096e-17
P,train,1.274155240137912e-14
P,train,9.424464224139228e-06
P,train,3.0151330379906555e-14
P,train,2.952759148300288e-09
P,train,2.2012407174809567e-10
P,train,8.332935963938028e-16
P,train,3.7854681683106156e-14
P,train,1.6550464069977483e-13
P,train,1.0457243959649531e-08
P,train,8.970232868131534e-13
P,train,7.245721889148626e-08
P,train,6.953335476844735e-13
P,train,6.326636436959632e-11
P,train,1.172379859859518e-09
P,train,0.000155615562107414
P,train,7.689616304817903e-12
P,train,1.7112889230674888e-11
P,train,3.710760865249796e-12
P,train,1.3718534641604663e-10
P,train,1.6898354715522146e-08
P,train,4.37591586230357e-12
P,train,1.3502990392488812e-10
P,train,5.845709658523768e-13
P,train,
P,train,7.655457601174476e-09
P,train,4.815919798367707e-13
P,train,6.362509802869398e-13
P,train,1.2303602581198447e-09
P,train,1.457439308127917e-10
P,train,9.788984206560158e-11
P,train,1.2886326672401083e-08
P,train,6.510611161303359e-09
P,train,1.6269223381687459e-12
P,train,1.7410239916415549e-12
P,train,4.541562148574485e-08
P,train,8.674611029491075e-11
P,train,0.0009538906160742044
P,train,3.1117131982227875e-08
P,train,7.488934352295473e-05
P,train,2.3451452140411316e-17
P,train,3.789661029429681e-09
P,train,7.798272235959303e-06
P,train,4.829366351266628e-10
P,train,7.293508651846567e-14
P,train,3.577625121067157e-13
P,train,5.551337045757963e-15
P,train,4.504598801716338e-14
P,train,2.63995076308103e-15
P,train,1.1881554073944756e-10
P,train,5.217521293482408e-13
P,train,0.0015323500847443938
P,train,5.40539011120722e-12
P,train,1.133878537259601e-16
P,train,8.496187575701697e-08
P,train,8.763367418396228e-07
P,train,4.513885792922778e-11
P,train,7.805188440013211e-11
P,train,2.4814667681782865e-11
P,train,2.094205017733053e-11
P,train,9.519190719963627e-14
P,train,6.378321048411406e-12
P,train,8.147994279283921e-09
P,train,9.897510366840834e-09
P,train,8.025994611671194e-05
P,train,4.0595866945825065e-11
